legacy_alias,current_portion,candidate_rank,cnf_food_id,score,cnf_fr,cnf_en,kcal_100g,protein_100g,carbs_100g,fat_100g
houmous,1/2 tasse,1,3338,1.3,"Hoummos (hommos, hummus), fait maison","Hummus, homemade",177,4.86,20.12,8.59
houmous,1/2 tasse,2,4870,1.3,"Hoummos (hommos, hummus), commercial","Hummus, commercial",237,7.78,15,17.82
chips nature,28 g,1,4087,0.686,"Grignotises, base de maïs, extrudé, croustilles, nature","Snacks, corn-based, extruded, chips, plain",539,6.17,57.27,33.36
chips nature,28 g,2,4127,0.5,"Grignotises, croustilles, tortilla, nature","Snacks, tortilla chips, plain",472,7.1,67.78,20.68
chips nature,28 g,3,6258,0.5,"Grignotises, croustilles multigrains, nature","Snacks, multigrain chips, plain",491,7.95,67.26,21.11
chips nature,28 g,4,4116,0.4,"Grignotises, croustilles de porc, nature","Snacks, pork skins, plain",544,61.3,0,31.3
chips nature,28 g,5,3885,0.333,"Croutons, nature","Croutons, plain",407,11.9,73.5,6.6
ruffles,28 g,1,6225,0.4,"Bonbons, truffes, faites maison","Candies, truffles, homemade",510,6.21,44.88,33.76
kettle chips,28 g,1,4351,0.25,"Grignotises, croustilles de bananes séchées","Snacks, banana chips",519,2.3,58.4,33.6
kettle chips,28 g,2,4372,0.25,"Grignotises, croustilles de taro","Snacks, taro chips",498,2.3,68.1,24.9
kettle chips,28 g,3,6679,0.25,"Grignotises, croustilles de plantain","Snacks, plantain chips",531,2.28,63.84,29.59
kettle chips,28 g,4,6810,0.25,"Grignotises, croustilles aux légumes","Snacks, vegetable chips",473,5.32,60.43,23.3
kettle chips,28 g,5,6812,0.25,"Grignotises, croustilles de bagel","Snacks, bagel chips",451,12.34,66.36,15.14
sun chips,28 g,1,2348,0.25,"Tomate, séchée au soleil","Tomato, sun-dried",258,14.11,55.76,2.97
sun chips,28 g,2,4351,0.25,"Grignotises, croustilles de bananes séchées","Snacks, banana chips",519,2.3,58.4,33.6
sun chips,28 g,3,4372,0.25,"Grignotises, croustilles de taro","Snacks, taro chips",498,2.3,68.1,24.9
sun chips,28 g,4,6679,0.25,"Grignotises, croustilles de plantain","Snacks, plantain chips",531,2.28,63.84,29.59
sun chips,28 g,5,6810,0.25,"Grignotises, croustilles aux légumes","Snacks, vegetable chips",473,5.32,60.43,23.3
popcorn au beurre,3 tasses,1,16,0.25,"Beurre, fouetté","Butter, whipped",731,0.49,0,78.3
popcorn au beurre,3 tasses,2,118,0.25,"Beurre, salé","Butter, regular",717,0.85,0.06,81.11
popcorn au beurre,3 tasses,3,4112,0.25,"Grignotises, maïs soufflé, galettes","Snacks, popcorn, cakes",384,9.7,80.1,3.1
popcorn au beurre,3 tasses,4,4209,0.222,"Bonbons, Reese's moules au beurre d'arachides","Candies, Reese's peanut butter cups",515,10.24,55.36,30.53
popcorn au beurre,3 tasses,5,4219,0.222,"Bonbons, tablettes, Twix, biscuits au beurre d'arachides","Candies, bars, Twix peanut butter cookie",547,9.18,54.14,32.67
popcorn nature,3 tasses,1,3885,0.333,"Croutons, nature","Croutons, plain",407,11.9,73.5,6.6
popcorn nature,3 tasses,2,6607,0.333,"Dumpling, nature","Dumpling, plain",197,3.489,21.636,10.719
popcorn nature,3 tasses,3,7910,0.333,"Crumpets, nature","Crumpets, plain",214.4178,6.296156412,45.627543588,0.747
popcorn nature,3 tasses,4,3739,0.25,"Pain, bâtonnet, nature","Bread stick, plain",412,12,68.4,9.5
popcorn nature,3 tasses,5,3862,0.25,"Craquelin, matzo, nature","Cracker, matzo, plain",395,10,83.7,1.4
bretzels,28 g,1,5533,0.733,"Grignotises, bretzels, tendres","Snacks, pretzels, soft",338,8.2,69.39,3.1
bretzels,28 g,2,6349,0.65,"Grignotises, bretzels, tendres, non salés","Snacks, pretzels, soft, unsalted",345,8.2,71.04,3.1
bretzels,28 g,3,4386,0.6,"Grignotises, bretzels, durs, nature, sans sel","Snacks, pretzels, hard, plain, unsalted",381,9.1,79.2,3.5
bretzels,28 g,4,7247,0.6,"Grignotises, bretzels, durs, enrobés de chocolat","Snacks, pretzels, hard, chocolate coated",467,7.05,70.07,17.64
bretzels,28 g,5,4394,0.567,"Grignotises, bretzels, durs, nature, sel ajouté","Snacks, pretzels, hard, plain, salt added",384,10.04,80.39,2.93
crackers ritz,6 craquelins,1,4072,0.567,"Craquelin, blé, type collation (type Ritz), nature","Cracker, wheat, standard snack type (Ritz type), plain",479.677298031,7.628089055,65.614999932,20.744993565
crackers ritz,6 craquelins,2,4041,0.511,"Craquelin, blé, type collation (type Ritz), réduit en sodium, nature","Cracker, wheat, standard snack type (Ritz type), sodium reduced, plain",480.489001607,7.9943,66.192440136,20.41578234
crackers ritz,6 craquelins,3,5493,0.143,"Grignotises, galettes de riz, craquelins (mini crousties inclues)","Snacks, rice cakes, crackers (include mini rice cakes)",392,7.1,81.1,4.3
wheat thins,16 craquelins,1,3875,0.333,"Craquelin, blé","Cracker, wheat",455,7.3,70.73,16.4
wheat thins,16 craquelins,2,3731,0.25,"Pain, germe de blé","Bread, wheat germ",261,9.6,48.3,2.9
wheat thins,16 craquelins,3,3878,0.25,"Craquelin, blé entier","Cracker, whole wheat",427,10.58,69.55,14.13
wheat thins,16 craquelins,4,3906,0.25,"Muffin anglais, blé","English muffin, wheat",223,8.7,44.8,2
wheat thins,16 craquelins,5,4448,0.25,"Grains céréaliers, blé, germé","Grains, wheat, sprouted",198,7.49,42.53,1.27
craquelins salés,5 craquelins,1,3879,0.25,Chapelure de craquelins,Cracker meal,383,9.3,80.9,1.7
craquelins salés,5 craquelins,2,7657,0.2,"Grignotises, craquelins aux crevettes","Snacks, shrimp cracker",426,7.14,59.09,17.86
craquelins salés,5 craquelins,3,6349,0.167,"Grignotises, bretzels, tendres, non salés","Snacks, pretzels, soft, unsalted",345,8.2,71.04,3.1
craquelins salés,5 craquelins,4,5493,0.143,"Grignotises, galettes de riz, craquelins (mini crousties inclues)","Snacks, rice cakes, crackers (include mini rice cakes)",392,7.1,81.1,4.3
craquelins salés,5 craquelins,5,3872,0.125,"Craquelin, salé (aussi huîtres, soda, soupe), nature","Cracker, saltine (also oyster, soda, soup), plain",415.881796652,10.2004,72.924612308,9.264638602
barre granola,1 barre,1,6596,1.3,"Barre granola, croquante, nature","Granola bar, crunchy, plain",480,9.013,64.3897,21.507
barre granola,1 barre,2,6601,1.2,"Barre granola, tendre, grains de chocolat","Granola bar, chewy, chocolate chip",397,5.2917,72.1539,13.396
barre granola,1 barre,3,6603,1.2,"Barre granola, tendre, faible en gras","Granola bar, chewy, low fat",371,6.37,74.66,8.67
barre granola,1 barre,4,6604,1.133,"Barre granola, tendre, salée et sucrée","Granola bar, chewy, sweet and salty",427,9.7433,64.6471,18.643
barre granola,1 barre,5,6595,1.086,"Barre granola/céréales, farcie aux fruits, toutes saveurs","Granola bar, cereal bar, fruit-filled, all flavours",386,3.209,63.931,14.127
barre protéinée,1 barre,1,3823,0.25,"Biscuit, figues","Cookie, fig bar",348,3.7,70.9,7.3
barre protéinée,1 barre,2,4095,0.25,"Grignotises, barre de fruits","Snacks, fruit bar",357,1.4,82.71,0
barre protéinée,1 barre,3,3710,0.2,"Pain, protéines (inclus au gluten)","Bread, protein (includes gluten)",245,12.1,43.8,2.2
barre protéinée,1 barre,4,6326,0.2,Barre aux céréales et au lait,"Bar, milk and cereal",413,6.47,72.05,10.98
barre protéinée,1 barre,5,6594,0.2,"Barres muffin, toutes saveurs","Muffin bar, all flavours",445,5.9617,54.7603,22.928
galettes de riz,2 galettes,1,4124,0.9,"Grignotises, galettes de riz brun, nature","Snacks, rice cakes, brown rice, plain",387,8.2,81.5,2.8
galettes de riz,2 galettes,2,4125,0.9,"Grignotises, galettes de riz brun, sarrasin","Snacks, rice cakes, brown rice, buckwheat",380,9,80.1,3.5
galettes de riz,2 galettes,3,4362,0.9,"Grignotises, galettes de riz brun, maïs","Snacks, rice cakes, brown rice, corn",385,8.4,81.2,3.2
galettes de riz,2 galettes,4,4363,0.9,"Grignotises, galettes de riz brun, multigrains","Snacks, rice cakes, brown rice, multigrain",387,8.5,80.1,3.5
galettes de riz,2 galettes,5,4365,0.9,"Grignotises, galettes de riz brun, seigle","Snacks, rice cakes, brown rice, rye",386,8.1,79.9,3.8
mélange du randonneur,1/3 tasse,1,4130,0.9,"Grignotises, mélange montagnard, régulier","Snacks, trail mix, regular",462,13.8,44.9,29.4
mélange du randonneur,1/3 tasse,2,4132,0.9,"Grignotises, mélange montagnard, tropical","Snacks, trail mix, tropical",442,6.3,65.6,17.1
mélange du randonneur,1/3 tasse,3,4392,0.8,"Grignotises, mélange montagnard, régulier, non salé","Snacks, trail mix, regular, unsalted",462,13.8,44.9,29.4
mélange du randonneur,1/3 tasse,4,4393,0.65,"Grignotises, mélange montagnard, régulier avec grains de chocolat, sans sel","Snacks, trail mix, regular with chocolate chips, unsalted",484,14.2,44.9,31.9
mélange du randonneur,1/3 tasse,5,4133,0.582,"Grignotises, mélange montagnard, régulier avec grains de chocolat, noix et graines salées","Snacks, trail mix, regular, with chocolate chips, salted nuts and seeds",484,14.2,44.9,31.9
chocolat noir,30 g,1,6673,0.8,"Bonbons, chocolat noir, non spécifié","Candies, chocolate, dark, not further specified",550,5.09,59.97,32.2
chocolat noir,30 g,2,5438,0.733,"Bonbons, grain de café, enrobé de chocolat noir","Candies, dark chocolate coated coffee beans",540,7.5,59.95,30
chocolat noir,30 g,3,6670,0.65,"Bonbons, chocolat noir, 45-59% solides de cacao","Candies, chocolate, dark, 45-59% cocoa solids",546,4.88,61.17,31.28
chocolat noir,30 g,4,6671,0.65,"Bonbons, chocolat noir, 60-69% solides de cacao","Candies, chocolate, dark, 60-69% cocoa solids",579,6.12,52.42,38.31
chocolat noir,30 g,5,6672,0.65,"Bonbons, chocolat noir, 70-85% solides de cacao","Candies, chocolate, dark, 70-85% cocoa solids",599,7.79,45.9,42.63
chocolat au lait,30 g,1,4190,0.829,"Bonbons, arachides, enrobées de chocolat au lait","Candies, milk chocolate coated peanuts",519,13.1,49.7,33.5
chocolat au lait,30 g,2,5743,0.829,"Bonbons, chocolat au lait avec amandes, bouchées","Candies, milk chocolate with almond bites",568,9.76,51.72,35.73
chocolat au lait,30 g,3,7780,0.829,"Bonbons, tablettes, chocolat au lait avec amandes","Candies, bars, milk chocolate with almonds",577,12.82,44.89,38.46
chocolat au lait,30 g,4,2902,0.8,"Lait malté, saveur chocolat, poudre","Malted milk, chocolate flavour, powder",411,5.1,86.94,4.76
chocolat au lait,30 g,5,4191,0.8,"Bonbons, raisins secs, enrobés de chocolat au lait","Candies, milk chocolate coated raisins",390,4.1,68.4,14.8
kitkat,1 barre,1,4177,0.9,"Bonbons, tablettes, Kit Kat","Candies, bars, Kit Kat wafer bar",519,6.51,64.59,25.99
kitkat,1 barre,2,5434,0.8,"Bonbons, tablettes, Kit Kat Grand Kat","Candies, bars, Kit Kat Big Kat",520,6.24,63.64,27.84
snickers,1 barre,1,4214,0.733,"Bonbons, tablettes, Snickers","Candies, bars, Snickers",491,7.53,61.51,23.85
snickers,1 barre,2,6230,0.65,"Bonbons, Snickers, avec amandes","Candies, bars, SNICKERS Almond bar",472,5.4,64.67,22.4
mars bar,1 barre,1,3823,0.25,"Biscuit, figues","Cookie, fig bar",348,3.7,70.9,7.3
mars bar,1 barre,2,4095,0.25,"Grignotises, barre de fruits","Snacks, fruit bar",357,1.4,82.71,0
mars bar,1 barre,3,4197,0.25,"Bonbons, tablettes, Mars","Candies, bars, Mars",456,4.01,71.17,17.23
mars bar,1 barre,4,6326,0.2,Barre aux céréales et au lait,"Bar, milk and cereal",413,6.47,72.05,10.98
mars bar,1 barre,5,6594,0.2,"Barres muffin, toutes saveurs","Muffin bar, all flavours",445,5.9617,54.7603,22.928
m&m,1 sachet,1,4201,0.6,"Bonbons, M&M's bonbons au chocolat et arachides","Candies, M&M's peanut chocolate candies",516,9.57,60.48,26.13
m&m,1 sachet,2,4202,0.6,"Bonbons, M&M's, bonbons au chocolat, nature","Candies, M&M's, plain chocolate candies",492,4.33,71.19,21.13
m&m,1 sachet,3,5495,0.6,"Bonbons, M&M's bonbons avec amandes et chocolat","Candies, M&M's Almond Chocolate Candies",522,7.53,60.5,27.76
m&m,1 sachet,4,4832,0.567,"Bonbons, M&M's, petits chocolats au lait","Candies, M&M's, mini milk chocolate",503,4.78,68.4,23.36
m&m,1 sachet,5,5471,0.567,"Bonbons, M&M's bonbons avec beurre d'arachide et chocolat","Candies, M&M's peanut butter chocolate candies",529,10.16,56.89,29.32
chips ahoy,3 biscuits,1,4351,0.25,"Grignotises, croustilles de bananes séchées","Snacks, banana chips",519,2.3,58.4,33.6
chips ahoy,3 biscuits,2,4372,0.25,"Grignotises, croustilles de taro","Snacks, taro chips",498,2.3,68.1,24.9
chips ahoy,3 biscuits,3,6679,0.25,"Grignotises, croustilles de plantain","Snacks, plantain chips",531,2.28,63.84,29.59
chips ahoy,3 biscuits,4,6810,0.25,"Grignotises, croustilles aux légumes","Snacks, vegetable chips",473,5.32,60.43,23.3
chips ahoy,3 biscuits,5,6812,0.25,"Grignotises, croustilles de bagel","Snacks, bagel chips",451,12.34,66.36,15.14
biscuit aux pépites,2 biscuits,1,3816,0.6,"Biscuit, grains de chocolat, pâte réfrigérée","Cookie, chocolate chip, refrigerated dough",451,3.98,61.02,21.33
biscuit aux pépites,2 biscuits,2,7845,0.6,"Biscuit, avoine, grains de chocolat, commercial","Cookie, oatmeal, chocolate chip, commercial",472.504909375,5.70591,69.165447482,19.224386605
biscuit aux pépites,2 biscuits,3,3810,0.5,"Biscuit, gaufrette au chocolat","Cookie, chocolate wafer",433,6.6,72.7,14.2
biscuit aux pépites,2 biscuits,4,3814,0.5,"Biscuits, grains de chocolat, mélange sec, non préparé","Cookie, chocolate chip, dry mix, unprepared",497,4.6,66.1,25.2
biscuit aux pépites,2 biscuits,5,6292,0.5,"Biscuit, grains de chocolat, pâte réfrigérée, cuit","Cookie, chocolate chip, refrigerated dough, baked",492,4.9,68.2,22.6
beigne,1 moyen,1,3895,1.133,"Beigne, roussette, givré","Doughnut (donut), French cruller, glazed",412,3.1,59.5,18.3
beigne,1 moyen,2,3897,1.05,"Beigne, levure (miel), givré","Doughnut (donut), yeast-leavened (honey bun), glazed",421,6.14,47.93,22.7
beigne,1 moyen,3,3898,1,"Beigne, levure, fourré de gelée","Doughnut (donut), yeast-leavened, with jelly filling",340,5.9,39,18.7
beigne,1 moyen,4,3896,0.967,"Beigne, levure, fourré à la crème","Doughnut (donut), yeast-leavened, with cream filling",361,6.4,30,24.5
beigne,1 moyen,5,3893,0.925,"Beigne, type gâteau, nature, enrobé de sucre (givré)","Doughnut (donut), cake-type, plain, sugared or glazed",426,5.2,50.8,22.9
muffin,1 gros,1,3906,1.133,"Muffin anglais, blé","English muffin, wheat",223,8.7,44.8,2
muffin,1 gros,2,3916,1.133,"Muffin, bleuets, commercial","Muffin, blueberry, commercial",375,4.49,53,16.07
muffin,1 gros,3,3921,1.133,"Muffin, semoule de maïs, commercial","Muffin, corn, commercial",305,5.9,51,8.4
muffin,1 gros,4,6631,1.133,"Muffin, carottes, commercial","Muffin, carrot, commercial",305,5.934,43.849,12.023
muffin,1 gros,5,3904,1.05,"Muffin anglais, raisins secs-cannelle","English muffin, raisin-cinnamon",232.091,8.031132637,46.704367363,1.461
gâteau au chocolat,1 pointe,1,6626,0.429,"Gâteau, chocolat, fait maison, avec glaçage au chocolat","Cake, chocolate, homemade, with chocolate icing (frosting)",374,3.539,61.606,14.384
gâteau au chocolat,1 pointe,2,3800,0.4,"Gâteau, au fromage, commercial","Cheesecake, commercial",321,5.5,25.5,22.5
gâteau au chocolat,1 pointe,3,3810,0.4,"Biscuit, gaufrette au chocolat","Cookie, chocolate wafer",433,6.6,72.7,14.2
gâteau au chocolat,1 pointe,4,3753,0.375,"Gâteau, fudge aux cerises, avec glaçage au chocolat","Cake, cherry fudge with chocolate icing (frosting)",264,2.4,38,12.5
gâteau au chocolat,1 pointe,5,3759,0.333,"Gâteau, chocolat, fait maison, sans glaçage","Cake, chocolate, homemade, without icing (frosting)",371,5.3,53.4,15.1
gâteau au fromage,1 pointe,1,3800,1.55,"Gâteau, au fromage, commercial","Cheesecake, commercial",321,5.5,25.5,22.5
gâteau au fromage,1 pointe,2,3801,1.175,"Gâteau, au fromage, préparation, type sans cuisson, préparé","Cheesecake, prepared from mix, no bake type",274,5.5,35.5,12.7
gâteau au fromage,1 pointe,3,6628,1.1,"Gâteau, au fromage, nature, avec garniture aux cerises, fait maison","Cheesecake, plain, with cherry topping, homemade",273,6.218,32.736,13.579
gâteau au fromage,1 pointe,4,2,0.5,Soufflé au fromage,Cheese souffle,204,9.54415,5.911,15.7047
gâteau au fromage,1 pointe,5,7071,0.5,Pain au fromage,"Bread, cheese",408,10.42,44.83,20.83
brownie,1 morceau,1,3804,0.733,"Biscuit, carré au chocolat, commercial","Cookie, brownie, commercial",405,4.8,63.9,16.3
brownie,1 morceau,2,3807,0.733,"Biscuit, carré au chocolat, fait maison","Cookie, brownie, homemade",466,6.2,50.2,29.1
brownie,1 morceau,3,7259,0.6,"Biscuit, carré au chocolat, teneur réduite en gras","Cookie, brownie, commercial, reduced fat",345,2.77,61.58,9.68
brownie,1 morceau,4,3805,0.567,"Biscuit, carré au chocolat, régulièr, mélange sec, non préparé","Cookie, brownie, regular, dry mix, unprepared",434,4,76.6,14.9
brownie,1 morceau,5,7959,0.483,"Met surgelé, mélange de viande BBQ avec pommes de terre en purée et maïs, brownie, réchauffé","Frozen entree, mixed BBQ meats with mashed potatoes and corn, brownie, heated",163.389141147,5.738770823,21.713392338,5.953387611
tarte aux pommes,1 pointe,1,3941,0.4,"Tarte, pommes, commerciale, 2 croûtes","Pie, apple, commercial, 2 crust",237,1.9,34,11
tarte aux pommes,1 pointe,2,3942,0.4,"Tarte, pommes, faite maison, 2 croûtes","Pie, apple, homemade, 2 crust",265,2.4,37.1,12.5
tarte aux pommes,1 pointe,3,4303,0.4,"Confiseries, garniture à tarte, conserve, pomme","Sweets, pie fillings, canned apple",100,0.1,26.1,0.1
tarte aux pommes,1 pointe,4,3955,0.333,"Tarte, flan aux oeufs, commerciale","Pie, egg custard, commercial",210,5.5,20.8,11.6
tarte aux pommes,1 pointe,5,3989,0.333,"Strudel, pommes","Strudel, apple",274,3.3,41.1,11.2
bonbons gélifiés,40 g,1,4143,0.333,"Bonbons, caramel","Candies, caramel",382,4.6,77,8.1
bonbons gélifiés,40 g,2,4174,0.333,"Bonbons, jujubes","Candies, gumdrops (jujubes)",396,0,98.9,0
bonbons gélifiés,40 g,3,4183,0.333,"Bonbons, guimauve","Candies, marshmallow",318,1.8,81.3,0.2
bonbons gélifiés,40 g,4,4335,0.333,"Bonbons, Skittles","Candies, Skittles",405,0.19,90.78,4.37
bonbons gélifiés,40 g,5,4138,0.25,"Bonbons, tablettes, Butterfinger","Candies, bars, Butterfinger",459,5.4,72.9,18.9
sirop d érable,2 c. à soupe,1,6175,1,"Confiseries, sirop d'érable, préemballé","sweets, syrup, maple, prepackaged",270,0,67.215,0.145
sirop d érable,2 c. à soupe,2,4326,0.9,"Confiseries, sirop d'érable, en vrac","Sweets, syrup, maple, bulk",272,0.09226,67.24,0.244
sirop d érable,2 c. à soupe,3,6782,0.7,"Crêpe, nature, faite maison avec beurre et sirop d'érable","Pancake, plain, homemade with butter and maple syrup",210,5.315,36.488,4.552
sirop d érable,2 c. à soupe,4,6177,0.4,"Confiseries, beurre d'érable","Sweets, butter, maple",334,0,82.906,0.302
sirop d érable,2 c. à soupe,5,6178,0.4,"Confiseries, tire d'érable","Sweets, maple taffy",342,0,84.925,0.31
popsicle,1,1,5858,0.511,"Dessert, congelé, Popsicle pop (orange, cerise, raisin), sans sucre","Dessert, frozen, Popsicle pop (orange, cherry, grape), sugar free",21,0,5.14,0
popsicle,1,2,164,0.2,"Dessert, congelé, yogourt glacé","Dessert, frozen yogourt (yogurt)",127,3,21.6,3.6
popsicle,1,3,4291,0.2,"Dessert, congelé, pop glacé","Dessert, frozen, ice pop",79,0,19.23,0.24
popsicle,1,4,5485,0.167,"Dessert, congelé, yogourt glacé, chocolat","Dessert, frozen yogourt (yogurt), chocolate",131,3,21.6,3.6
popsicle,1,5,4292,0.143,"Dessert, congelé, yogourt glacé, vanille, mou","Dessert, frozen yogourt (yogurt), vanilla, soft-serve",159,4,24.2,5.6
café noir,1 tasse,1,5438,0.286,"Bonbons, grain de café, enrobé de chocolat noir","Candies, dark chocolate coated coffee beans",540,7.5,59.95,30
café noir,1 tasse,2,198,0.25,"Épices, poivre, noir","Spices, pepper, black",251,10.39,63.95,3.26
café noir,1 tasse,3,3761,0.25,"Gâteau, gâteau pause-café, fromage","Cake, coffee cake, cheese",339,7,44.3,15.2
café noir,1 tasse,4,3763,0.25,"Gâteau, gâteau pause-café, fruits","Cake, coffee cake, fruit",311,5.2,51.5,10.2
café noir,1 tasse,5,6181,0.25,"Haricots, noirs, farine","Beans, black, flour",363,22.99,66.38,1.51
latte,grande 355 ml,1,6704,0.567,"Café au lait, préparé avec lait entier","Coffee latte, prepared with whole milk",39,2.114,3.384,2.155
latte,grande 355 ml,2,6703,0.543,"Thé, chaï, préparé avec lait entier","Tea, chai latte, prepared with whole milk",68,2.116,10.922,2.138
cappuccino,355 ml,1,2881,0.543,"Café instantané, avec sucre, saveur cappucino, poudre","Coffee, instant, with sugar, cappuccino flavour, powder",406,3.1,85.94,5.56
cappuccino,355 ml,2,2928,0.525,"Café instantané, sucré, saveur cappucino, poudre, eau ajoutée","Coffee, instant, sweetened, cappuccino flavour, powder, water added",32,0.2,5.6,1.1
thé,1 tasse,1,2909,1.3,Thé infusé,"Tea, brewed",1,0,0.3,0
thé,1 tasse,2,7057,1.3,"Tisane, hibiscus","Tea, hibiscus",0,0,0,0
thé,1 tasse,3,2916,1.133,Tisane infusée,"Tea, brewed, herb",1,0,0.2,0
thé,1 tasse,4,2942,1.133,"Thé, camomille, infusé","Tea, chamomile, brewed",1,0,0.2,0
thé,1 tasse,5,7608,1.133,"Thé, Oolong, infusé","Tea, Oolong, brewed",1,0,0.15,0
jus d orange,1 tasse,1,1619,1.467,"Orange, jus, frais","Orange juice, raw",45,0.7,10.4,0.2
jus d orange,1 tasse,2,1723,1.467,"Orange, jus, conserve","Orange juice, canned",47,0.68,11.01,0.15
jus d orange,1 tasse,3,1724,1.2,"Orange, jus, concentré, congelé, non dilué","Orange juice, frozen concentrate, undiluted",148,2.4,35.19,0.25
jus d orange,1 tasse,4,1725,1.2,"Orange, jus, concentré, congelé, dilué","Orange juice, frozen concentrate, diluted",37,0.6,8.8,0.06
jus d orange,1 tasse,5,1620,1.133,"Orange, jus, réfrigéré, pouvant provenir de concentré","Orange juice, chilled, includes from concentrate",49,0.68,11.54,0.12
jus de pomme,1 tasse,1,1496,1.05,"Pomme, jus, concentré, congélé, non dilué, sans vitamine C","Apple juice, frozen concentrate, undiluted, without vitamin C",166,0.51,41,0.37
jus de pomme,1 tasse,2,1752,1.05,"Pomme, jus, conserve ou bouteille, vitamine C ajoutée","Apple juice, canned or bottled, added vitamin C",46,0.1,11.3,0.13
jus de pomme,1 tasse,3,1753,1.05,"Pomme, jus, concentré, congelé, non dilué, vitamine C ajoutée","Apple juice, frozen concentrate, undiluted, added vitamin C",166,0.51,41,0.37
jus de pomme,1 tasse,4,1754,1.05,"Pomme, jus, concentré, congelé, dilué, vitamine C ajoutée","Apple juice, frozen concentrate, diluted, added vitamin C",47,0.14,11.54,0.1
jus de pomme,1 tasse,5,1495,1.022,"Pomme, jus, conserve ou bouteille, sans vitamine C ajoutée","Apple juice, canned or bottled, without added vitamin C",46,0.1,11.3,0.13
jus vert,355 ml,1,6661,0.333,Jus de grenade,"Juice, pomegranate",55,0.15,13.13,0.29
jus vert,355 ml,2,1485,0.25,"Azerole, jus, frais","Acerola (West Indian cherry), juice, raw",23,0.4,4.8,0.3
jus vert,355 ml,3,1589,0.25,"Citron, jus, frais","Lemon juice, raw",22,0.35,6.9,0.24
jus vert,355 ml,4,1591,0.25,"Citron, jus, congelé","Lemon juice, frozen",22,0.46,6.5,0.32
jus vert,355 ml,5,1594,0.25,"Lime, jus, frais","Lime juice, raw",25,0.42,8.42,0.07
smoothie,1 grand verre,1,7580,1,"Frappé (smoothie) au jus de fruits, fraises et bananes","Smoothie, fruit juice, strawberry banana",52,0.44,12.37,0.3
smoothie,1 grand verre,2,7645,0.491,"Aliments prêts à manger, frappé avec yogourt faible en gras et glaçons","Fast foods, smoothie, strawberry banana with low-fat yogourt and ice",65,0.86,15.05,0.14
coca cola,355 ml,1,5288,0.733,"Boissons gazeuses, cola","Carbonated drinks, cola",42,0,10.36,0.25
coca cola,355 ml,2,4980,0.65,"Boissons gazeuses, cola, décaféiné","Carbonated drinks, cola, decaffeinated",41,0,10.58,0
coca cola,355 ml,3,2920,0.6,"Boissons gazeuses, cola, restaurant-minute","Carbonated drinks, cola, fast-food cola",37,0.07,9.56,0.02
coca cola,355 ml,4,2926,0.6,"Boissons gazeuses, cola avec aspartame","Carbonated drinks, cola with aspartame",2,0.11,0.29,0.03
coca cola,355 ml,5,2938,0.567,"Boissons gazeuses, non cola avec aspartame","Carbonated drinks, non cola with aspartame",0,0.1,0,0
boisson gazeuse diète,355 ml,1,2853,0.2,"Boissons gazeuses, soda nature (club soda)","Carbonated drinks, club soda",0,0,0,0
boisson gazeuse diète,355 ml,2,2854,0.2,"Boissons gazeuses, soda mousse","Carbonated drinks, cream soda",51,0,13.3,0
boisson gazeuse diète,355 ml,3,2856,0.2,"Boissons gazeuses, soda au raisin","Carbonated drinks, grape soda",43,0,11.2,0
boisson gazeuse diète,355 ml,4,2858,0.2,"Boissons gazeuses, soda à l'orange","Carbonated drinks, orange soda",48,0,12.3,0
boisson gazeuse diète,355 ml,5,2861,0.2,"Boissons gazeuses, soda racinette","Carbonated drinks, root beer",41,0,10.6,0
boisson énergisante,473 ml,1,7173,1.3,"Boisson énergisante, saveur de café","Energy drink, coffee flavours",49,2.08,8.96,0.528
boisson énergisante,473 ml,2,7175,1.3,"Boisson énergisante, saveurs variées","Energy drink, various flavours",47,0.26,11.43,0
boisson énergisante,473 ml,3,7179,1.3,"Boisson énergisante, sans caféine","Energy drink, caffeine free",38,0.25,9.21,0
boisson énergisante,473 ml,4,7180,1.3,"Boisson énergisante, saveur de thé","Energy drink, tea flavoured",56,0.25,13.78,0
boisson énergisante,473 ml,5,7174,1.2,"Boisson énergisante, dose énergisante (''energy shot''), sans sucre","Energy drink, shot, sugar free",8,0.25,1.78,0
eau de coco,1 tasse,1,2566,1.3,"Noix de coco, eau (liquide de la noix)",Coconut water (liquid from coconut),19,0.72,3.71,0.2
eau de coco,1 tasse,2,7224,0.686,"Boisson, eau de noix de coco, non sucrée, prête-à-boire","Beverage, coconut water, unsweetened, ready-to-drink",18,0.22,4.24,0
eau de coco,1 tasse,3,7206,0.65,"Sauce, arachides (faite à partir de noix de coco, eau, sucre, arachides)","Sauce, peanut (made from coconut, water, sugar, peanuts)",179,2.02,28.46,6.34
eau de coco,1 tasse,4,2558,0.4,"Noix de coco, crue","Coconut meat, raw",354,3.33,15.23,33.49
eau de coco,1 tasse,5,420,0.333,"Huile végétale, noix de coco","Vegetable oil, coconut",892,0,0,99.06
chocolat chaud,1 tasse,1,2869,1.3,"Chocolat chaud, mélange sec","Hot chocolate, mix, powder",398,6.67,83.73,4
chocolat chaud,1 tasse,2,4777,1.2,"Chocolat chaud, onctueux, mélange sec","Hot chocolate, rich, mix, powder",400,3,75,15
